id	id_code	text	description	axis_label	topic	agree_dir	type	phase	macro_cell	axis_code	short_quiz	removal_priority
206	ELGL-E-02	Labor accounting ensures equitable contribution from all members.	Tracking how much everyone contributes ensures fair distribution and prevents some people from taking advantage. Labor accounting advocates think measurement creates accountability. Gift economy supporters see it as recreating inequality and true solidarity doesn't keep score.	Production Organization	vouchers	1	refine	2	EL-GL	ELGL-E		
207	ELGL-E-03	Mutual aid networks replace exploitative market relationships.	People helping each other directly through trade and cooperation works better than both gift economies and market systems. Mutualists think balanced exchange without money creates fairness. Critics worry this is inefficient and modern economies need markets or planning.	Production Organization	mutual	-1	refine	2	EL-GL	ELGL-E		
208	ELGL-E-04	Time-banking systems prevent free-riding in communal economies.	Tracking how much time people contribute to community work prevents some from taking advantage of others' labor. Time-banking advocates think measurement ensures everyone does their share. Critics see this as destroying trust and creating the inequality it claims to prevent.	Production Organization	accounting	1	refine	2	EL-GL	ELGL-E		
209	ELGL-F-01	Complete statelessness finally achieves genuine human freedom.	Complete elimination of all government is necessary for true human freedom to exist. Anarchist absolutists believe any state power oppresses people. Minarchists think total statelessness would create chaos and some minimal organization is always needed for society.	Minimal State	zero	-1	refine	2	EL-GL	ELGL-F		
210	ELGL-F-02	Minimal coordination functions remain socially indispensable.	Even in very free societies, some basic coordination structures remain necessary for things like resolving disputes. Minimal state advocates accept some organization is needed. Pure anarchists think any structure eventually becomes oppressive and true freedom requires no institutions.	Minimal State	minimal	1	refine	2	EL-GL	ELGL-F		
211	ELGL-F-03	All governments eventually degenerate into tyrannical rule.	All governments eventually become corrupt and oppressive no matter how they start. Anarchist pessimists think power always corrupts and states must be abolished. Constitutional optimists believe democratic checks and balances can prevent tyranny from developing.	Minimal State	abolition	-1	refine	2	EL-GL	ELGL-F		
212	ELGL-F-04	Basic structures prevent society from collapsing into chaos.	Without some basic organizing structures, society would fall apart into chaos and violence. Order advocates think minimal governance prevents disorder. Anarchist optimists believe people naturally cooperate and government actually creates more conflict than it prevents.	Minimal State	nightwatch	1	refine	2	EL-GL	ELGL-F		
213	EMGL-A-01	Natural resources belong collectively to surrounding communities.	Land, water, and minerals belong to the whole community, not individual owners. Common property advocates think natural resources should benefit everyone equally. Private property defenders argue individual ownership encourages better care and development of resources.	Resource Commons	common	1	refine	2	EM-GL	EMGL-A		
214	EMGL-A-02	Private ownership incentivizes responsible resource stewardship.	Private owners take better care of property than groups do because they have personal incentive. Property rights advocates believe ownership creates responsibility. Commons defenders point to environmental destruction by private companies and successful community-managed resources.	Resource Commons	private	-1	refine	2	EM-GL	EMGL-A		
215	EMGL-A-03	Location value derives entirely from community investments.	Land becomes valuable because of what the community builds around it, not what owners do. Georgists think society should capture this value through taxes. Property absolutists argue owners deserve gains from their property regardless of source.	Resource Commons	georgist	1	refine	2	EM-GL	EMGL-A		
216	EMGL-A-04	Individual property rights generate widespread prosperity.	Private property rights create wealth by encouraging people to develop and improve their land. Property advocates see ownership as motivating investment. Socialists think private property creates inequality and community ownership works better.	Resource Commons	ownership	-1	refine	2	EM-GL	EMGL-A		
217	EMGL-B-01	Public programs guarantee satisfaction of universal human needs.	Only government has the resources and reach to guarantee everyone's basic needs are met. Welfare state advocates think public provision is most reliable. Voluntarists believe government programs are inefficient and voluntary help works better.	Welfare Provision	public	-1	refine	2	EM-GL	EMGL-B		
218	EMGL-B-02	Voluntary charity addresses needs better than state bureaucracy.	Private charity and neighbors helping each other works better than government bureaucracy. Voluntary sector advocates think private aid is more personal and efficient. Welfare state defenders argue charity is unreliable and can't address widespread poverty.	Welfare Provision	voluntary	1	refine	2	EM-GL	EMGL-B		
219	EMGL-B-03	Government must guarantee protection against absolute poverty.	Government must ensure no one falls into extreme poverty because charity alone isn't enough. Social democrats see this as government's duty. Libertarians think forced redistribution is wrong and voluntary giving should handle poverty.	Welfare Provision	safety	-1	refine	2	EM-GL	EMGL-B		
220	EMGL-B-04	Mutual aid builds stronger bonds than welfare dependency.	Communities helping each other builds stronger bonds than government welfare programs ever could. Mutual aid advocates value social connections. Welfare state supporters think community help can be judgmental and inconsistent compared to guaranteed benefits.	Welfare Provision	mutual	1	refine	2	EM-GL	EMGL-B		
221	EMGL-C-01	Markets must serve community needs rather than profit alone.	Businesses should serve community needs, not just make money for owners and shareholders. Stakeholder capitalists think companies owe society more than profits. Shareholder primacy advocates argue profit-seeking businesses naturally serve society through products and jobs.	Market Purpose	social	-1	refine	2	EM-GL	EMGL-C		
222	EMGL-C-02	Profit-seeking ultimately benefits society through efficiency.	Businesses trying to make maximum profit end up helping society through better products and efficiency. Invisible hand advocates trust profit motive creates value. Critics see profit-seeking as exploiting workers and destroying environment for gain.	Market Purpose	profit	1	refine	2	EM-GL	EMGL-C		
223	EMGL-C-03	Economic decisions require democratic accountability mechanisms.	Businesses depend on society's infrastructure and should be accountable beyond just making money. Corporate responsibility advocates think companies owe communities that support them. Free marketers believe businesses already contribute through taxes and employment.	Market Purpose	community	-1	refine	2	EM-GL	EMGL-C		
224	EMGL-C-04	Efficiency maximization naturally produces optimal social outcomes.	Markets that maximize efficiency automatically produce the best outcomes for society overall. Efficiency theorists trust market mechanisms. Social economists argue efficiency isn't everything and markets ignore human needs that don't generate profit.	Market Purpose	efficiency	1	refine	2	EM-GL	EMGL-C		
225	EMGL-D-01	Regulations protect vulnerable people from market exploitation.	Rules protecting workers, consumers, and environment from business exploitation improve how markets work. Regulation advocates think oversight prevents abuse. Deregulators believe rules increase costs and competition naturally protects people.	Market Intervention	regulation	-1	refine	2	EM-GL	EMGL-D		
226	EMGL-D-02	Unregulated markets reveal authentic human values and preferences.	Free markets show what people really value through their buying choices without government interference. Revealed preference theorists trust market choices. Critics note poverty limits choices and marketing manipulates what people think they want.	Market Intervention	autonomy	1	refine	2	EM-GL	EMGL-D		
227	EMGL-D-03	Government oversight prevents predatory business practices.	Government oversight stops businesses from cheating, lying, and taking advantage of vulnerable people. Consumer protection advocates see regulation as essential. Free marketers think rules stifle innovation and reputation and competition prevent bad behavior.	Market Intervention	oversight	-1	refine	2	EM-GL	EMGL-D		
228	EMGL-D-04	Intervention distorts price signals that coordinate production.	Government interference with prices prevents markets from efficiently coordinating what gets produced and consumed. Price theorists believe signals organize economy naturally. Interventionists think unregulated prices create harmful inequality and instability.	Market Intervention	markets	1	refine	2	EM-GL	EMGL-D		
229	EMGL-E-01	Land value taxation should fund public services and infrastructure.	Taxes on land value should fund public services since communities, not owners, create that value. Georgists think this captures unearned wealth fairly. Property rights advocates argue all property taxes discourage development and violate ownership rights.	Land Policy	georgist	1	refine	2	EM-GL	EMGL-E		
230	EMGL-E-02	Private land ownership incentivizes productive development.	Private land ownership encourages people to improve property, benefiting society through development. Development advocates see ownership spurring investment. Land reformers think speculation and vacant lots show private ownership often wastes land resources.	Land Policy	private	-1	refine	2	EM-GL	EMGL-E		
231	EMGL-E-03	Socially-created land value belongs to the whole community.	Communities create land value through their presence and development, so should share the benefits. Community value theorists think location value belongs to all. Property individualists argue owners deserve all gains from property they legally purchased.	Land Policy	commons	1	refine	2	EM-GL	EMGL-E		
232	EMGL-E-04	Fee-simple ownership protects individual autonomy and security.	Absolute property rights in land ensure personal freedom and security from interference. Property absolutists see unlimited ownership as essential liberty. Land reformers think absolute property rights enable hoarding and exploitation of others' needs.	Land Policy	property	-1	refine	2	EM-GL	EMGL-E		
233	EMGL-F-01	Markets self-organize without requiring government structures.	All services including police and courts could be provided by competing private companies without government. Anarcho-capitalists think market competition improves everything. Statists argue law and security need unified authority to prevent chaos.	State Scope	stateless	1	refine	2	EM-GL	EMGL-F		
234	EMGL-F-02	Minimal government provides only essential legal frameworks.	Markets need minimal government for basic rules like enforcing contracts and property rights. Minarchists think limited state enables markets. Anarcho-capitalists argue any government grows beyond limits or markets can self-regulate completely.	State Scope	minimal	-1	refine	2	EM-GL	EMGL-F		
235	EMGL-F-03	Stateless societies spontaneously generate effective order.	Human societies naturally organize themselves effectively without any government structures needed. Spontaneous order theorists believe organization emerges naturally. Central planning advocates think complex modern society requires deliberate coordination that can't emerge spontaneously.	State Scope	anarchist	1	refine	2	EM-GL	EMGL-F		
236	EMGL-F-04	Basic governance structures enable market transactions.	Markets can't work without government providing law, courts, and enforcement of agreements. Institutional requirements theorists see state as essential framework. Market anarchists argue private arbitration and reputation can replace government courts and enforcement.	State Scope	minarchy	-1	refine	2	EM-GL	EMGL-F		
237	ERGL-A-01	Private security firms outperform government police monopolies.	Private security and arbitration companies would provide better justice than government monopoly courts. Polycentric law advocates think competition improves service quality. Monopoly justice defenders worry about justice going to highest bidder and conflicting private laws.	Enforcement Mechanism	private	-1	refine	2	ER-GL	ERGL-A		
238	ERGL-A-02	Legal systems require single final arbiters for coherence.	Legal systems need one final authority to resolve disputes and prevent contradictory rulings. Legal centralists think unified law ensures predictability. Polycentric law advocates believe monopoly courts become corrupt and competition would improve justice.	Enforcement Mechanism	minimal	1	refine	2	ER-GL	ERGL-A		
239	ERGL-A-03	Competing courts improve justice through market competition.	Competition between different court systems would improve justice through customer choice and accountability. Legal competition advocates see market benefits applying to law. Legal monopolists think competing legal systems would create chaos and undermine rule of law.	Enforcement Mechanism	competitive	-1	refine	2	ER-GL	ERGL-A		
240	ERGL-A-04	Unified court systems prevent contradictory legal rulings.	Multiple competing legal systems would create confusion with contradictory rulings and no final answers. Legal chaos theorists fear disorder. Competition advocates argue current unified systems already produce inconsistent rulings and competition would improve quality.	Enforcement Mechanism	state	1	refine	2	ER-GL	ERGL-A		
241	ERGL-B-01	Property rights must remain absolute without any limitations.	Property rights should have no limits - owners should control their property absolutely forever. Absolute property advocates see unlimited ownership as fundamental freedom. Property critics think absolute rights enable harmful hoarding and exploitation.	Property Absolutism	unlimited	1	refine	2	ER-GL	ERGL-B		
242	ERGL-B-02	Unused resources should transfer to those who will use them.	Unused property should become available for others who will actually use it productively. Use-based ownership advocates think activity determines legitimate ownership. Traditional property defenders argue this violates rights and creates uncertainty about ownership security.	Property Absolutism	use	-1	refine	2	ER-GL	ERGL-B		
243	ERGL-B-03	Wealth accumulation demonstrates individual merit and virtue.	Unlimited wealth accumulation is the just reward for creating value through business and trade. Wealth defenders see accumulation as earned success. Egalitarians think extreme wealth comes from exploitation and limits ensure fairer distribution.	Property Absolutism	absolute	1	refine	2	ER-GL	ERGL-B		
244	ERGL-B-04	Active use establishes the only legitimate property claims.	Only actively using something yourself creates legitimate ownership - absent owners are just parasites. Occupancy and use advocates think this prevents exploitation. Traditional property defenders argue investment and development require allowing absent ownership and rental.	Property Absolutism	occupancy	-1	refine	2	ER-GL	ERGL-B		
245	ERGL-C-01	Free markets depend upon traditional moral foundations.	Market societies need traditional values like honesty and family stability to function properly. Cultural conservatives think markets depend on moral foundations. Market liberals believe markets work regardless of culture and forcing values violates freedom.	Moral Traditionalism	traditional	1	refine	2	ER-GL	ERGL-C		
246	ERGL-C-02	Consensual adult behavior requires no government regulation.	What adults do consensually should never be regulated by government regardless of traditional morality. Consensual act defenders value absolute personal freedom. Moral regulators think some behaviors harm society indirectly and need legal limits.	Moral Traditionalism	permissive	-1	refine	2	ER-GL	ERGL-C		
247	ERGL-C-03	Cultural conservatism preserves market society's prerequisites.	Conservative social values provide the trust and cooperation that make complex markets possible. Value conservatives see tradition enabling commerce. Progressives think markets undermine traditional values and freedom includes rejecting tradition.	Moral Traditionalism	conservative	1	refine	2	ER-GL	ERGL-C		
248	ERGL-C-04	Personal liberty includes experimenting with alternative lifestyles.	Personal freedom includes trying unconventional relationships and lifestyles without legal interference. Lifestyle liberals celebrate individual choice. Traditional values defenders worry this damages social institutions and some traditions deserve legal protection.	Moral Traditionalism	liberal	-1	refine	2	ER-GL	ERGL-C		
249	ERGL-D-01	Market transactions always remain voluntary by definition.	All market exchanges are voluntary because no one forces you to buy or take jobs. Voluntarist economists see all trade as free choice. Power critics point to poverty forcing people into bad jobs and economic power can be coercive.	Corporate Power	voluntary	1	refine	2	ER-GL	ERGL-D		
250	ERGL-D-02	Corporate concentration creates coercive economic power.	Big corporations have power like governments and need democratic control to prevent abuse. Corporate power critics see companies as quasi-governmental. Market defenders think companies lack government's coercive power and competition prevents abuse.	Corporate Power	coercive	-1	refine	2	ER-GL	ERGL-D		
251	ERGL-D-03	Competition prevents any single firm from dominating markets.	Competition ensures no business can force anyone to do anything they don't want to. Competition advocates trust market discipline. Monopoly critics see corporate power showing economic pressure can be as coercive as force.	Corporate Power	competitive	1	refine	2	ER-GL	ERGL-D		
252	ERGL-D-04	Economic concentration undermines individual liberty and choice.	Corporate concentration creates dependency and limits freedom as much as government power does. Economic concentration critics see this threatening liberty. Market concentration defenders think only government has true coercive power over individuals.	Corporate Power	monopoly	-1	refine	2	ER-GL	ERGL-D		
253	ERGL-E-01	Property owners control absolute rights to exclude others.	Property owners should have absolute right to exclude anyone from their property. Exclusion right defenders see this as basic ownership. Access advocates think absolute exclusion rights enable discrimination and violate freedom of movement.	Immigration Policy	exclusion	1	refine	2	ER-GL	ERGL-E		
254	ERGL-E-02	Restricting human movement violates fundamental natural rights.	People have a fundamental right to move freely that governments can't restrict with borders. Open border advocates see movement as basic human right. Border defenders think communities have rights to control membership and protect resources.	Immigration Policy	open	-1	refine	2	ER-GL	ERGL-E		
255	ERGL-E-03	Communities may exclude outsiders through property rights.	Communities should be able to choose their members and exclude those who don't fit. Exclusion advocates value freedom of association including rejection. Inclusion advocates see this enabling discrimination and violating equal rights.	Immigration Policy	property	1	refine	2	ER-GL	ERGL-E		
256	ERGL-E-04	National borders contradict principles of human liberty.	National borders violate the basic human freedom to live and work wherever you choose. Movement freedom advocates see borders as arbitrary restrictions. National sovereignty defenders think nations have rights to control immigration and protect citizens' interests.	Immigration Policy	borders	-1	refine	2	ER-GL	ERGL-E		
257	ERGL-F-01	Natural rights exist regardless of practical consequences.	Some rights exist absolutely regardless of consequences, based on fundamental moral principles. Deontologists believe in inviolable rights. Consequentialists think rights causing harm can't be absolute and consequences always matter.	Natural Law	deontological	1	refine	2	ER-GL	ERGL-F		
258	ERGL-F-02	Consequences determine which rules societies should adopt.	Rights and rules should be judged by their results - good outcomes justify them. Consequentialists think results determine morality. Deontologists believe some things are wrong regardless of outcomes and ends don't justify means.	Natural Law	utilitarian	-1	refine	2	ER-GL	ERGL-F		
259	ERGL-F-03	Natural law supersedes all human legislative enactments.	Universal moral laws exist above human-made laws and override government rules when they conflict. Natural law theorists believe in higher moral law. Legal positivists think this justifies ignoring democratic decisions and morality is culturally determined.	Natural Law	natural	1	refine	2	ER-GL	ERGL-F		
260	ERGL-F-04	Practical results determine legitimate governmental policies.	Laws should be based on what actually works in practice, not abstract theories about rights. Pragmatists value practical results. Principled theorists think abandoning principles for expediency leads to injustice and rights matter regardless of convenience.	Natural Law	pragmatic	-1	refine	2	ER-GL	ERGL-F		
